Symbol,Date,Close
FB,12/21/2018,124.95
FB,12/24/2018,124.06
FB,12/26/2018,134.18
FB,12/27/2018,134.52
FB,12/28/2018,133.2
FB,12/31/2018,131.09
FB,1/2/2019,135.68
FB,1/3/2019,131.74
FB,1/4/2019,137.95
FB,1/7/2019,138.05
FB,1/8/2019,142.53
FB,1/9/2019,144.23
FB,1/10/2019,144.2
FB,1/11/2019,143.8
FB,1/14/2019,145.39
FB,1/15/2019,148.95
FB,1/16/2019,147.54
FB,1/17/2019,148.3
FB,1/18/2019,150.04
FB,1/22/2019,147.57
FB,1/23/2019,144.3
FB,1/24/2019,145.83
FB,1/25/2019,149.01
FB,1/28/2019,147.47
FB,1/29/2019,144.19
FB,1/30/2019,150.42
FB,1/31/2019,166.69
FB,2/1/2019,165.71
FB,2/4/2019,169.25
FB,2/5/2019,171.16
FB,2/6/2019,170.49
FB,2/7/2019,166.38
FB,2/8/2019,167.33
FB,2/11/2019,165.79
FB,2/12/2019,165.04
FB,2/13/2019,164.07
FB,2/14/2019,163.95
FB,2/15/2019,162.5
FB,2/19/2019,162.29
FB,2/20/2019,162.56
FB,2/21/2019,160.04
FB,2/22/2019,161.89
FB,2/25/2019,164.62
FB,2/26/2019,164.13
FB,2/27/2019,162.81
FB,2/28/2019,161.45
FB,3/1/2019,162.28
FB,3/4/2019,167.37
FB,3/5/2019,171.26
FB,3/6/2019,172.51
FB,3/7/2019,169.13
FB,3/8/2019,169.6
FB,3/11/2019,172.07
FB,3/12/2019,171.92
FB,3/13/2019,173.37
FB,3/14/2019,170.17
FB,3/15/2019,165.98
FB,3/18/2019,160.47
FB,3/19/2019,161.57
FB,3/20/2019,165.44
FB,3/21/2019,166.08
FB,3/22/2019,164.34
FB,3/25/2019,166.29
FB,3/26/2019,167.68
FB,3/27/2019,165.87
FB,3/28/2019,165.55
FB,3/29/2019,166.69
FB,4/1/2019,168.7
FB,4/2/2019,174.2
FB,4/3/2019,173.54
FB,4/4/2019,176.02
FB,4/5/2019,175.72
FB,4/8/2019,174.93
FB,4/9/2019,177.58
FB,4/10/2019,177.82
FB,4/11/2019,177.51
FB,4/12/2019,179.1
FB,4/15/2019,179.65
FB,4/16/2019,178.87
FB,4/17/2019,178.78
FB,4/18/2019,178.28
FB,4/22/2019,181.44
FB,4/23/2019,183.78
FB,4/24/2019,182.58
FB,4/25/2019,193.26
FB,4/26/2019,191.49
FB,4/29/2019,194.78
FB,4/30/2019,193.4
FB,5/1/2019,193.03
FB,5/2/2019,192.53
FB,5/3/2019,195.47
FB,5/6/2019,193.88
FB,5/7/2019,189.77
FB,5/8/2019,189.54
FB,,
FB,,
FB,,
